1000;2;1;
2000;7;0;
3000;14;0;
4000;25;0;
5000;40;1;
6000;57;0;
7000;78;0;
8000;100;1;
9000;124;0;
10000;157;1;
11000;190;0;
12000;236;1;
13000;264;1;
14000;309;0;
15000;350;1;
16000;424;1;
17000;454;1;
18000;505;0;
19000;555;1;
20000;609;1;
21000;669;1;
22000;752;1;
23000;817;2;
24000;885;2;
25000;973;1;
26000;1048;1;
27000;1114;2;
28000;1179;2;
29000;1269;1;
30000;1386;2;
31000;1480;1;
32000;1552;1;
33000;1652;2;
34000;1747;2;
35000;1850;2;
36000;1928;1;
37000;2050;2;
38000;2152;2;
39000;2279;2;
40000;2436;2;
41000;2554;2;
42000;2674;3;
43000;2865;2;
44000;2966;2;
45000;3037;2;
46000;3167;2;
47000;3310;2;
48000;3432;3;
49000;3622;3;
50000;3793;2;
51000;4070;3;
52000;4256;2;
53000;4372;3;
54000;4558;3;
55000;4769;3;
56000;4902;4;
57000;5128;3;
58000;5311;3;
59000;5440;3;
60000;5580;3;
61000;5884;4;
62000;6080;3;
63000;6215;4;
64000;6414;4;
65000;6601;4;
66000;6970;3;
67000;7079;4;
68000;7250;4;
69000;7380;4;
70000;7595;6;
71000;7915;4;
72000;8060;5;
73000;8181;4;
74000;8578;6;
75000;8764;4;
76000;8923;4;
77000;9151;4;
78000;9465;4;
79000;9731;4;
80000;9550;4;
81000;9837;4;
82000;10008;4;
83000;10730;4;
84000;11132;4;
85000;11272;4;
86000;11590;5;
87000;11814;4;
88000;12174;5;
89000;12511;5;
90000;12609;5;
91000;12711;5;
92000;13045;5;
93000;13074;5;
94000;13605;5;
95000;13773;6;
96000;14442;5;
97000;14538;5;
98000;14970;5;
99000;15014;6;
